date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,,
8/17/2021,The desperate scenes at the Kabul airport will now give Afghanistan a place in America’s national memory as another failed attempt to reshape a far-off land.,An era that began two decades ago with the shock of hijacked planes flying into American skyscrapers drew to a close this week with desperate Afghans clinging to American planes as they tried to escape the chaos of Kabul. Some fell; one was found dead in the landing gear.,The desperate scenes at the Kabul airport will now give Afghanistan a place in America’s national memory as another failed attempt to reshape a far-off land.,World,Asia Pacific,Foreign,By Roger Cohen,"For America, and Afghanistan, the Post-9/11 Era Ends Painfully","Post-9/11 Era Ends Painfully, For America and Afghanistan",News Analysis,News,https://www.nytimes.com/2021/08/17/world/asia/afghanistan-united-states.html,,,
8/16/2021,"President Biden said he stood “squarely behind” the decision to withdraw U.S. forces from Afghanistan despite a Taliban takeover of the country, and the collapse of the Afghan government and military.","President Biden said he stood “squarely behind” the decision to withdraw U.S. forces from Afghanistan despite a Taliban takeover of the country, and the collapse of the Afghan government and military.","President Biden said he stood “squarely behind” the decision to withdraw U.S. forces from Afghanistan despite a Taliban takeover of the country, and the collapse of the Afghan government and military.",U.S.,Politics,,By The New York Times,Biden Defends U.S. Withdrawal from Afghanistan,NA,NA,Video,https://www.nytimes.com/video/us/politics/100000007923811/biden-afghanistan-withdrawal-taliban.html,,,
8/18/2021,"With elections looming in Germany and France, European politicians are determined to avoid the sort of populist backlash that followed the 2015 refugee crisis. But experts say the comparison is flawed.","BERLIN — Even before the first group of 19 Afghan refugees landed in Germany on Wednesday, the line was making the rounds in Chancellor Angela Merkel’s conservative party: “2015 mustn’t be repeated.”","With elections looming in Germany and France, European politicians are determined to avoid the sort of populist backlash that followed the 2015 refugee crisis. But experts say the comparison is flawed.",World,Europe,Foreign,By Katrin Bennhold and Steven Erlanger,Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees,Memory of Migrant Crisis Haunts Europe as First Afghan Refugees Land,NA,News,https://www.nytimes.com/2021/08/18/world/europe/afghanistan-refugees-europe-migration-asylum.html,,,
8/30/2021,"The last U.S. military plane left Kabul Monday night, ending a presence that spanned two decades but failed to defeat the Taliban and left behind tens of thousands of Afghans.","The last United States forces left Afghanistan late Monday, ending a 20-year occupation that began shortly after Al Qaeda’s attacks on 9/11, cost over $2 trillion, took more than 170,000 lives and ultimately failed to defeat the Taliban, the Islamist militants who allowed Al Qaeda to operate there.","The last U.S. military plane left Kabul Monday night, ending a presence that spanned two decades but failed to defeat the Taliban and left behind tens of thousands of Afghans.",World,Asia Pacific,Foreign,By Adam Nossiter and Eric Schmitt,U.S. War in Afghanistan Ends as Final Evacuation Flights Depart,U.S. Forces Leave Kabul; Evacuation Ends,NA,News,https://www.nytimes.com/2021/08/30/world/asia/afghanistan-us-occupation-ends.html,,,
8/18/2021,President Biden’s decision not to begin mass evacuations of Afghans months ago has left thousands of people in limbo.,"WASHINGTON — As President Biden last month defended his decision to end the U.S. military presence in Afghanistan, he delivered a promise as old as the war itself to the Afghans who had risked their lives to assist American troops.",President Biden’s decision not to begin mass evacuations of Afghans months ago has left thousands of people in limbo.,U.S.,Politics,Washington,By Zolan Kanno-Youngs and Annie Karni,"Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out",Promises Go Unmet for Afghans Who Risked Their Lives for U.S.,NA,News,https://www.nytimes.com/2021/08/18/us/politics/afghanistan-refugees.html,,,
8/27/2021,"Officials are still piecing together the chain of events in the attack that killed scores of people, including 13 U.S. service members, outside the Kabul airport.","WASHINGTON — The suicide bomber waited until the last possible moment, U.S. officials said.","Officials are still piecing together the chain of events in the attack that killed scores of people, including 13 U.S. service members, outside the Kabul airport.",U.S.,Politics,Washington,"By Helene Cooper, Eric Schmitt and Thomas Gibbons-Neff","As U.S. Troops Searched Afghans, a Bomber in the Crowd Moved In","In Frantic Crowd, a Suicide Bomber Hid in Plain Sight",NA,News,https://www.nytimes.com/2021/08/27/us/politics/marines-kabul-airport-attack.html,,,
8/27/2021,"The former police officer, from the Hazara ethnic minority, had hoped to help his family escape the Taliban. Instead, he is now numbered among the scores killed at the Kabul airport.","KABUL, Afghanistan — In a shed beside the mosque his father had helped to build, Hussein’s body lay on a marble slab on Friday morning as his brother Hamid and other relatives washed him for burial. Delicately, they patched the shrapnel wounds that had killed him the day before, using bits of cotton and plaster, and clear plastic tape.","The former police officer, from the Hazara ethnic minority, had hoped to help his family escape the Taliban. Instead, he is now numbered among the scores killed at the Kabul airport.",World,Asia Pacific,Foreign,By Matthieu Aikins and Victor J. Blue For The New York Times,"After Airport Bombing, an Afghan Family Buries a Father, and Hope",Family That Worked With U.S. Buries a Father and Their Hopes,NA,News,https://www.nytimes.com/2021/08/27/world/asia/afghanistan-airport-bombing-family.html,,,
8/20/2021,"The president made misleading or false claims about the reaction of allies to the withdrawal, the presence of Al Qaeda and conditions for Americans traveling to the Kabul airport.","President Biden, in remarks on Friday, vowed to evacuate all Americans out of Afghanistan and defended his administration from criticisms over the withdrawal.","The president made misleading or false claims about the reaction of allies to the withdrawal, the presence of Al Qaeda and conditions for Americans traveling to the Kabul airport.",U.S.,Politics,Washington,By Linda Qiu,Biden’s Inaccurate Claims in Defending Afghanistan Withdrawal,Clarifying Biden’s Take of Evacuation,Fact Check,News,https://www.nytimes.com/2021/08/20/us/politics/biden-afghanistan-fact-check.html,,,
8/15/2021,The war had to end. But it didn’t have to end in such chaos.,"The rapid reconquest of the capital, Kabul, by the Taliban after two decades of a staggeringly expensive, bloody effort to establish a secular government with functioning security forces in Afghanistan is, above all, unutterably tragic.",The war had to end. But it didn’t have to end in such chaos.,Opinion,NA,Editorial,By The Editorial Board,The Tragedy of Afghanistan,It Didn’t Have to End This Way,The Editorial Board,Editorial,https://www.nytimes.com/2021/08/15/opinion/afghanistan-taliban.html,,,
8/16/2021,"The president said U.S. troops should not be fighting a war Afghan forces are not willing to fight. Afghanistan’s leaders and military had been given every chance to determine their future, he said.","WASHINGTON — President Biden offered a defiant defense on Monday of his decision to withdraw troops from Afghanistan, blaming the swift collapse of the Afghan government and chaotic scenes at the Kabul airport on the refusal of the country’s military to stand and fight in the face of the Taliban advance.","The president said U.S. troops should not be fighting a war Afghan forces are not willing to fight. Afghanistan’s leaders and military had been given every chance to determine their future, he said.",U.S.,Politics,Washington,By Michael D. Shear and David E. Sanger,"Biden stands behind Afghan withdrawal, despite ‘hard and messy’ final days.","Facing Afghan Chaos, Biden Defends Exit",NA,News,https://www.nytimes.com/2021/08/16/us/politics/biden-afghanistan.html,,,
8/21/2021,Olivia Troye said the Trump aide Stephen Miller demanded restrictions on refugees. Mr. Miller said President Biden’s “incompetence” had led to the current chaos.,"A homeland security adviser to former Vice President Mike Pence accused the Trump administration of distorting the truth about Afghan refugees, writing on Twitter that the former president and Stephen Miller, his top immigration adviser, sought to prevent the refugees from entering the United States.",Olivia Troye said the Trump aide Stephen Miller demanded restrictions on refugees. Mr. Miller said President Biden’s “incompetence” had led to the current chaos.,World,Asia Pacific,Foreign,By Michael D. Shear,A former Pence aide says Trump and Miller tried to stymie Afghan refugee efforts.,NA,NA,News,https://www.nytimes.com/2021/08/21/world/asia/pence-troye-trump-miller-afghan-refugees.html,,,
8/25/2021,"In a quirk of timing, the two-time former defense secretary’s burial at Arlington National Cemetery on Monday seemed to serve as a kind of coda to America’s 20-year lost war.","WASHINGTON — A horse-drawn caisson with a flag-draped coffin passed slowly through the gates of Arlington National Cemetery on Monday, a hushed tableau against a city loud with recriminations about the lost war in Afghanistan.","In a quirk of timing, the two-time former defense secretary’s burial at Arlington National Cemetery on Monday seemed to serve as a kind of coda to America’s 20-year lost war.",U.S.,Politics,Washington,By Mark Leibovich,"Donald Rumsfeld, Architect of War in Afghanistan, Is Laid to Rest","Amid Debacle in Kabul, Rumsfeld Is Laid to Rest",NA,News,https://www.nytimes.com/2021/08/24/us/politics/rumsfeld-afghanistan.html,,,
