doc.id,text,date,section.name,news.desk,byline,headline.main,headline.print,material,,,
1978,A former intelligence contractor who disclosed details of the American drone warfare program to a reporter was sentenced on Tuesday to nearly four years in prison.,7/27/2021,U.S.,Washington,By Julian E. Barnes,Ex-Intelligence Analyst Is Sentenced for Leaking to a Reporter,Ex-Analyst Who Leaked Details on Drone Warfare Is Sentenced,News,,,
1979,"MUMBAI — Earlier this year, when Secretary of State Antony J. Blinken was up for confirmation in Washington, he was hit with a strange question about a piece of property 8,000 miles away on the Arabian Sea.",7/27/2021,World,Foreign,"By Jeffrey Gettleman, Suhasini Raj and Lara Jakes",Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?,How a $110 Million Mansion in India Ended Up in a Diplomatic Dispute,News,,,
1980,"Once a model in fighting the pandemic, South Korea has been slow to vaccinate. Supply problems plague the vaccine campaign, and the country only started inoculating people in their 50s against the coronavirus this month.",7/28/2021,Briefing,NYTNow,By Amelia Nierenberg,Your Thursday Briefing,NA,briefing,,,
1981,"China offered a high-profile public stage to the Taliban on Wednesday, declaring that the group rapidly retaking large parts of Afghanistan would play “an important role in the process of peaceful reconciliation and reconstruction” of the country.",7/28/2021,World,Foreign,By Steven Lee Myers,China Offers the Taliban a Warm Welcome While Urging Peace Talks,China Hails Role of Taliban in ‘Peaceful Reconciliation’ in Afghanistan,News,,,
1982,"A spokesman said Wang Yi, China’s foreign minister, expected the Taliban to be “a pivotal military and political force” in Afghanistan’s reconstruction, and urged their leaders to hold peace talks. Mr. Wang also criticized NATO and the U.S. for its Afghan withdrawal.",7/28/2021,World,,By The Associated Press,China’s Foreign Minister Meets With the Taliban,NA,Video,,,
1983,The 27 member states altogether have now administered more coronavirus vaccine doses per 100 people than the U.S.: 102.66 to 102.44.,7/29/2021,Briefing,NYTNow,By Amelia Nierenberg,Your Friday Briefing,NA,briefing,,,
1984,Fully vaccinated travelers from the U.S. and most of the E.U. will be allowed to enter England and Scotland without quarantining starting Monday.,7/29/2021,Briefing,NYTNow,By Melina Delkic,Your Thursday Briefing,NA,briefing,,,
1985,WASHINGTON — Congress on Thursday overwhelmingly approved a $2.1 billion emergency spending bill to pay for Capitol security costs stemming from the Jan. 6 attack and a push by the Biden administration to allow thousands of Afghans facing retribution for aiding American troops to be quickly evacuated to the United States.,7/29/2021,U.S.,Washington,By Luke Broadwater and Emily Cochrane,Congress approves a $2.1 billion emergency spending bill for Capitol security and aid for Afghan refugees., $2.1 Billion For Security And Afghans  Is Approved,News,,,
1986,"KABUL, Afghanistan — At least 80 people were killed with a hundred more missing after a flash flood tore through a village in a Taliban-controlled area of eastern Afghanistan late Wednesday night, Afghan officials said.",7/29/2021,World,Foreign,"By Christina Goldbaum, Fahim Abed and Zabihullah Ghazi",At Least 80 Killed as Flash Floods Destroy Village in Afghanistan,Flash Flood  Kills Scores  In Area Run  By Taliban,News,,,
1987,"They set out at night with their camels, yaks and yurts in search of safety from a war finally arriving in their mountain homeland.",7/29/2021,World,Foreign,By Andrew E. Kramer,"These Herders Lived in Peaceful Isolation. Now, War Has Found Them.",Prospect of Taliban Advance Puts a Pastoral Corridor on Edge,News,,,
1988,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,7/30/2021,Briefing,NYTNow,By Whet Moser,"Delta, Trump, Haiti: Your Friday Evening Briefing",NA,briefing,,,
1989,"The 27 member states have now administered more coronavirus vaccine doses per 100 people than the U.S. has: 102.66 to 102.44, as of earlier this week.",7/30/2021,Briefing,NYTNow,By Melina Delkic,Your Friday Briefing,NA,briefing,,,
1990,Consider these Covid-19 mysteries:,7/30/2021,Briefing,NYTNow,By David Leonhardt,More Covid Mysteries,NA,briefing,,,
1991,"WASHINGTON — The first group of Afghans promised refuge by the Biden administration for helping the United States during the 20-year war in Afghanistan landed on American soil early Friday, starting a new life chapter after years of waiting.",7/30/2021,U.S.,Washington,By Eric Schmitt and Jennifer Steinhauer,Afghan Visa Applicants Arrive in U.S. After Years of Waiting,221 Afghans Arrive in U.S. As Visa Evacuations Begin,News,,,
1992,"Ruth Pearl, the mother of Daniel Pearl, a reporter for The Wall Street Journal who was brutally murdered by Muslim extremists in Pakistan in 2002, thrusting her and her husband, Judea, into the global spotlight, died on July 20 at her home in Los Angeles. She was 85.",7/30/2021,U.S.,Obits,By Clay Risen,"Ruth Pearl, Mother of Murdered Reporter Daniel Pearl, Dies at 85","Ruth Pearl, 85, Mother Of Murdered Journalist",Obituary (Obit),,,
1993,"As the United States’ involvement in the war in Afghanistan comes to a close, a U.S. official provided an update on flights of refugees from Kabul to the United States.",7/30/2021,World,,By Reuters,‘Do What We Can’: U.S. Official Promises Assistance for Afghans,NA,Video,,,
1994,"As a Melbourne transplant from Sydney, I never used to care much about state-based identities beyond occasionally reveling in the chaos of the potato cake versus potato scallop debate. It’s only since the pandemic that I started to really feel like a Melburnian.",7/30/2021,World,Foreign,By Yan Zhuang,Don’t Let the Pandemic Tear Australia Apart,NA,News,,,
1995,This was a week of setbacks for Donald Trump in his attempt to maintain a firm hold on the Republican Party till 2024 and beyond.,7/31/2021,Opinion,OpEd,By Ross Douthat,How Strong Is Trump’s Grip on the G.O.P.?,Assessing Trump’s Grip on the G.O.P.,Op-Ed,,,
1996,"KABUL, Afghanistan — An important city in Afghanistan’s south was in danger of falling to the Taliban on Saturday as their fighters pushed toward its center despite concerted American and Afghan airstrikes in recent days.",7/31/2021,World,Foreign,By Thomas Gibbons-Neff and Taimoor Shah,Key Afghan City in Danger of Falling to the Taliban,An Afghan Provincial Capital Is in Danger of Falling to the Taliban,News,,,
1997,"KABUL, Afghanistan — Haji Sakhi decided to flee Afghanistan the night he saw two Taliban members drag a young woman from her home and lash her on the sidewalk. Terrified for his three daughters, he crammed his family into a car the next morning and barreled down winding dirt roads into Pakistan.",7/31/2021,World,Foreign,By Christina Goldbaum and Fatima Faizi,"As Fears Grip Afghanistan, Hundreds of Thousands Flee","As Taliban Stoke Fear, Multitudes Flee Afghanistan",News,,,
1998,"NEW DELHI — The body of Danish Siddiqui, a Pulitzer Prize-winning Reuters photojournalist who was killed in Afghanistan this month, was badly mutilated while in the custody of the Taliban, officials said this week.",7/31/2021,World,Foreign,By Mujib Mashal,"Body of Reuters Photographer Was Mutilated in Taliban Custody, Officials Say","Body of Reuters Photojournalist Was Mutilated in Taliban Custody, Officials Say",News,,,
1999,"A mass exodus is unfolding across Afghanistan as the Taliban press on with a military campaign and the U.S. withdraws. At least 30,000 Afghans are leaving each week and many more have been displaced.",8/1/2021,Briefing,NYTNow,By Melina Delkic,Your Monday Briefing,NA,briefing,,,
2000,(Want to get this briefing by email? Here’s the sign-up.),8/1/2021,Briefing,NYTNow,By Remy Tumin,"Vaccines, Evictions, Summer Reading: Your Weekend Briefing",NA,briefing,,,
2001,"The multibillion-dollar alliance of international health systems and nonprofits was supposed to ensure that poor countries received vaccines as quickly as rich ones. Instead, Covax struggled in its attempts to secure doses, falling half a billion short of its target, and is now failing to actually deliver the vaccine.",8/2/2021,Briefing,NYTNow,By Melina Delkic,Your Tuesday Briefing,NA,briefing,,,
2002,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,8/2/2021,Briefing,NYTNow,By Whet Moser,"Vaccines, Infrastructure, Olympics: Your Monday Evening Briefing",NA,briefing,,,
2003,"For the third week in a row, thousands took to the streets across France to protest the government’s health pass law, which bars those without proof of vaccination or a recent negative test for Covid-19 from many indoor venues. It was passed by Parliament but still needs a final greenlight from a top constitutional council, expected next week.",8/2/2021,Briefing,NYTNow,By Whet Moser,Your Monday Briefing,NA,briefing,,,
2004,"The past few months in Afghanistan, even by the standards set by two decades of war, have been especially calamitous.",8/2/2021,Opinion,OpEd,By Kai Eide and Tadamichi Yamamoto,We Cannot Stand By and Watch Afghanistan Collapse,We Cannot Stand By and Watch Afghanistan Collapse,Op-Ed,,,
2005,Secretary of State Antony J. Blinken announced that the State Department would expand its potential refugee status to new categories of Afghans who assisted the U.S. during the war in Afghanistan.,8/2/2021,U.S.,,By Reuters,State Dept. Increases Refugee Visas for Some Afghans,NA,Video,,,
2006,"The State Department is offering potential refugee status to several new categories of Afghans who assisted the United States during the war in Afghanistan, including those who worked for news media and nongovernmental organizations.",8/2/2021,U.S.,Washington,By Michael Crowley,State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.,State Dept. Offers Refugee Status to Afghans Who Helped News Outlets,News,,,
2007,THE RISE AND FALL OF OSAMA BIN LADEN,8/3/2021,Books,BookReview,By Louise Richardson,A Fuller Picture of Osama bin Laden’s Life,The Terrorist Who Changed Everything,Review,,,
2008,"As concerns grow over the highly contagious Delta variant of the coronavirus, Germany has become the biggest Western country to announce that it will offer vaccine booster shots to a wide range of people considered potentially vulnerable.",8/3/2021,Briefing,NYTNow,By Victoria Shannon,Your Tuesday Briefing,NA,briefing,,,
2009,"California Republicans began the effort to recall Gov. Gavin Newsom before the pandemic upended everything. But without a doubt, the pandemic enabled the recall: The courts gave organizers more time to collect the necessary signatures, and Newsom’s handling of the pandemic, including his visit to a swanky restaurant in wine country amid his own lockdown orders, eroded his support.",8/3/2021,Briefing,NYTNow,By Jennifer Medina,California’s Pandemic Recall,NA,briefing,,,
2010,"Pfc. Florence Shmorgoner woke up one afternoon in 2015 and realized that she was in someone else’s bed in someone else’s room. Something was wrong. The 19-year-old had been playing video games in her friend’s room in the barracks with the door open — the rule at their base at Twentynine Palms in California was that if male and female Marines were together in the same room, the door had to be left open. Although it was midafternoon, at some point she had dozed off on his bed. Now the door was closed, and her friend was groping her. She felt as if she was having an out-of-body experience, as if she was watching what was happening but not actually experiencing it. He took off her clothes and penetrated her.",8/3/2021,Magazine,Magazine,By Melinda Wenner Moyer,‘A Poison in the System’: The Epidemic of Military Sexual Assault,‘A Poison in the System’,News,,,
